article:ID;ee:string[];key:string;title:string
1690442;https://doi.org/10.1016/S1084-8045(02)00058-9;journals/jnca/HicksW03;Searching for revolution in structural computing.
1690646;https://doi.org/10.1016/j.jnca.2013.05.007;journals/jnca/ChoiKKK14;Text analysis for detecting terrorism-related articles on the web.
1690698;https://doi.org/10.1016/j.jnca.2013.03.016;journals/jnca/GallardoMBR13;A model-driven and task-oriented method for the development of collaborative systems.
1690714;https://doi.org/10.1006/jnca.1999.0086;journals/jnca/HannerH99;Managing Windows NT
1690799;https://doi.org/10.1016/j.jnca.2010.01.001;journals/jnca/ChengWYHC10;QoS multicast tree construction in IP/DWDM optical internet by bio-inspired algorithms.
1690807;https://doi.org/10.1006/jnca.2002.0135;journals/jnca/PrestiBD02;TAO: Temporal Algebraic Operators for modeling multimedia presentations.
1691152;https://doi.org/10.1016/j.jnca.2018.03.022;journals/jnca/RahmanABSZ18;L-CAQ: Joint link-oriented channel-availability and channel-quality based channel selection for mobile cognitive radio networks.
1691268;https://doi.org/10.1016/j.jnca.2018.02.002;journals/jnca/LiaoLSZ018;Location and trajectory privacy preservation in 5G-Enabled vehicle social network services.
1691272;https://doi.org/10.1016/j.jnca.2012.09.005;journals/jnca/AkkayaSV13;Handling large-scale node failures in mobile sensor/robot networks.
1691292;https://doi.org/10.1016/j.jnca.2010.06.008;journals/jnca/LombardiP11;Secure virtualization for cloud computing.
1691508;https://doi.org/10.1016/j.jnca.2017.10.016;journals/jnca/UllahERCBR18;Data exfiltration: A review of external attack vectors and countermeasures.
1691759;https://doi.org/10.1016/j.jnca.2012.09.007;journals/jnca/Zhu13;Towards secure and communication-efficient broadcast encryption systems.
1691898;https://doi.org/10.1016/j.jnca.2013.09.009|https://www.wikidata.org/entity/Q57256269;journals/jnca/AbolfazliSGXY14;Rich Mobile Applications: Genesis, taxonomy, and open issues.
1691945;https://doi.org/10.1016/j.jnca.2017.01.038;journals/jnca/LiLLH17;An efficient method for evaluating the end-to-end transmission time reliability of a switched Ethernet.
1692219;https://doi.org/10.1007/s12559-017-9476-2;journals/cogcom/LiW17;Multi-criteria Outranking Methods with Hesitant Probabilistic Fuzzy Sets.
1692404;https://doi.org/10.1007/s12559-013-9201-8;journals/cogcom/SwanWOKB14;Searching the Hyper-heuristic Design Space.
1692415;https://doi.org/10.1007/s12559-010-9090-z;journals/cogcom/Yan11;Dissociated Emergent Response System and Fine-Processing System in Human Neural Network and a Heuristic Neural Architecture for Autonomous Humanoid Robots.
1692427;https://doi.org/10.1007/s12559-010-9045-4;journals/cogcom/LiuSQ10;Detection of Double MP3 Compression.
1692711;https://doi.org/10.1142/S1469026814500230;journals/ijcia/HusainiGNBDH14;Pi-Sigma Neural Network for a One-Step-Ahead temperature Forecasting.
1692760;https://doi.org/10.1142/S1469026801000305;journals/ijcia/McgarryWM01;The Extraction and Comparison of Knowledge from Local Function Networks.
1692885;https://doi.org/10.1142/S1469026815500078;journals/ijcia/LebbahJBC15;Probabilistic Self-Organizing Map for Clustering and Visualizing non-i.i.d Data.
1693248;https://doi.org/10.1287/moor.1090.0432;journals/mor/BayraktarE10;On the One-Dimensional Optimal Switching Problem.
1693357;https://doi.org/10.1287/moor.2013.0637;journals/mor/HeJLZ14;Probability Bounds for Polynomial Functions in Random Variables.
1693369;https://doi.org/10.1287/moor.15.2.286;journals/mor/Kyparisis90;Sensitivity Analysis for Nonlinear Programs and Variational Inequalities with Nonunique Multipliers.
1693502;https://doi.org/10.1287/moor.19.1.21;journals/mor/ConfortiCT94;From Totally Unimodular to Balanced 0, ±1 Matrices: A Family of Integer Polytopes.
1693646;https://doi.org/10.1287/moor.2017.0869;journals/mor/AtarL18;Workload-Dependent Dynamic Priority for the Multiclass Queue with Reneging.
1693933;https://doi.org/10.1287/moor.2017.0884;journals/mor/Ma18;Improvements and Generalizations of Stochastic Knapsack and Markovian Bandits Approximation Algorithms.
1693935;https://doi.org/10.1287/moor.2017.0895;journals/mor/GillisV18;On the Complexity of Robust PCA and ℓ1-Norm Low-Rank Matrix Approximation.
1694039;https://doi.org/10.1287/moor.26.2.234.10553;journals/mor/TuncelX01;On Homogeneous Convex Cones, The Carathéodory Number, and the Duality Mapping.
1694217;https://doi.org/10.1287/moor.1050.0161;journals/mor/EinsteinH05;The Number of Solutions Sufficient for Solving a Family of Problems.
1694261;https://doi.org/10.1287/moor.1060.0232;journals/mor/LeizarowitzZ07;Uniqueness and Stability of Optimal Policies of Finite State Markov Decision Processes.
1694263;https://doi.org/10.1287/moor.2013.0613;journals/mor/Li14;Closed-Form Expansion, Conditional Expectation, and Option Valuation.
1694379;https://doi.org/10.1287/moor.28.3.524.16389;journals/mor/Zalinescu03;A Nonlinear Extension of Hoffman's Error Bounds for Linear Inequalities.
1694437;https://doi.org/10.1287/moor.1030.0058;journals/mor/Carr04;Separation Algorithms for Classes of STSP Inequalities Arising from a New STSP Relaxation.
1694593;https://doi.org/10.1287/moor.18.1.98;journals/mor/Blum93;An Approximation for a Continuous Max-Flow Problem.
1694622;https://doi.org/10.1287/moor.2015.0723;journals/mor/Cavazos-CadenaH16;A Characterization of the Optimal Certainty Equivalent of the Average Cost via the Arrow-Pratt Sensitivity Function.
1694631;https://doi.org/10.1287/moor.9.3.348;journals/mor/Artstein84;Convergence Rates for the Optimal Values of Allocation Processes.
1694724;https://doi.org/10.1287/moor.2014.0705|https://www.wikidata.org/entity/Q57580462;journals/mor/NgaiT15a;Directional Metric Regularity of Multifunctions.
1694842;https://doi.org/10.1287/moor.1090.0412;journals/mor/ZhangDZ09;Law of Large Number Limits of Limited Processor-Sharing Queues.
1695169;https://doi.org/10.1287/moor.1080.0320;journals/mor/EisenbrandS08;Parametric Integer Programming in Fixed Dimension.
1695434;https://doi.org/10.1007/s11760-016-0875-8;journals/sivp/FaniR16;A GOP-level fuzzy rate control algorithm for high-delay applications of HEVC.
1695439;https://doi.org/10.1007/s11760-008-0066-3;journals/sivp/ZakiY09;TNRAC: a system for tracking multiple moving non-rigid objects using an active camera.
1695530;https://doi.org/10.1007/s11760-007-0017-4;journals/sivp/Vasudevan07;Turbo equalization of serially concatenated turbo codes using a predictive DFE-based receiver.
1695594;https://doi.org/10.1007/s11760-009-0138-z;journals/sivp/Pinchas11;A MSE optimized polynomial equalizer for 16QAM and 64QAM constellation.
1695701;https://doi.org/10.1007/s11760-012-0354-9;journals/sivp/HuPH13;Multicomponent AM-FM signal separation and demodulation with null space pursuit.
1695876;https://doi.org/10.1007/s11760-014-0686-8;journals/sivp/ChattopadhyayD15;Prominent moving object segmentation from moving camera video shots using iterative energy minimization.
1696048;https://doi.org/10.1007/s11760-017-1211-7;journals/sivp/GaikwadS18;Bispectrum-based technique to remove cross-terms in quadratic systems and Wigner-Ville distribution.
1696220;https://doi.org/10.1007/s11760-016-0946-x;journals/sivp/TianZLY16;Two-dimensional discrete fractional Fourier transform-based content removal algorithm.
1696368;https://doi.org/10.1007/s11760-017-1143-2;journals/sivp/LiZ18;An improved Viterbi algorithm for IF extraction of multicomponent signals.
1696431;https://doi.org/10.1007/s11760-015-0758-4;journals/sivp/AkayK15;A survey on the applications of artificial bee colony in signal, image, and video processing.
1696471;https://doi.org/10.1007/s11760-012-0353-x;journals/sivp/GoyalW14;Variants of dense descriptors and Zernike moments as features for accurate shape-based image retrieval.
1696494;https://doi.org/10.1007/s11760-017-1111-x;journals/sivp/ChenTA17;Rotation-reversal invariant HOG cascade for facial expression recognition.
1696521;https://doi.org/10.1007/s11760-012-0409-y;journals/sivp/ZhaoZWA14;Inter-layer correlation considered R-D models and Lagrange multiplier for SVC MGS coding.
1696656;http://www.cai.sk/ojs/index.php/cai/article/view/1736;journals/cai/VesinMIB13;Applying Recommender Systems and Adaptive Hypermedia for e-Learning Personalizatio.
1696798;http://www.sav.sk/index.php?lang=en&charset=ascii&doc=journal&part=list_articles&journal_issue_no=1899#abstract_3847;journals/cai/Sefranek07;Updates of Logic Programs.
1696906;http://www.cai.sk/ojs/index.php/cai/article/view/1305;journals/cai/Deorowicz12;A Cover-Merging-Based Algorithm for the Longest Increasing Subsequence in a Sliding Window Problem.
1697054;http://www.sav.sk/index.php?lang=en&charset=ascii&doc=journal&part=list_articles&journal_issue_no=11112354#abstract_5795;journals/cai/KralC10;Dialogue Act Recognition Approaches.
1697082;nan;journals/cai/AloisioCL02;The Desktop Grid Environment Enabler.
1697141;nan;journals/cai/MatskinT01;Strategies of Structural Synthesis of Programs and its Extensions.
1697602;http://www.cai.sk/ojs/index.php/cai/article/view/2018_3_656;journals/cai/KrariAB18;Breakout Local Search for the Travelling Salesman Problem.
1697762;https://doi.org/10.1007/s10623-009-9315-x;journals/dcc/BhaintwalW10;Generalized Reed-Muller codes over 
1697811;https://doi.org/10.1023/A:1008397405457;journals/dcc/JanwaM99;Some Upper Bounds on the Covering Radii of Linear Codes Over and Their Applications.
1697947;https://doi.org/10.1023/A:1008200702849;journals/dcc/JingminD98;Shared Secret Reconstruction.
1697967;https://doi.org/10.1007/BF01388412;journals/dcc/Carlet93;Partially-Bent Functions.
1698246;https://doi.org/10.1023/A:1018070131208;journals/dcc/Scheerhorn96;Dickson Polynomials, Completely Normal Polynomials and the Cyclic Module Structure of Specific Extensions of Finite Fields.
1698270;nan;journals/dcc/AbatangeloL03;Doubly beta-Derived Translation Planes.
1698303;https://doi.org/10.1007/s10623-012-9702-6;journals/dcc/BhattacherjeeS13;Complete tree subset difference broadcast encryption scheme and its analysis.
1698325;https://doi.org/10.1007/s10623-005-2327-2;journals/dcc/FengC06;Existence of 
1698446;https://doi.org/10.1007/BF00124894;journals/dcc/Bryant92;Varieties of Quasigroups Arising from 2-Perfect m-Cycle Systems.
1698498;https://doi.org/10.1023/B:DESI.0000012444.37411.1c;journals/dcc/Dempwolff04;Affine Rank 3 Groups on Symmetric Designs.
1698678;https://doi.org/10.1007/s10623-013-9855-y|https://www.wikidata.org/entity/Q58883292;journals/dcc/Cordon-FrancoDDS15;A geometric protocol for cryptography with cards.
1698776;https://doi.org/10.1007/s10623-017-0452-3;journals/dcc/LiQW18;New constructions of permutation polynomials of the form x
1698857;https://doi.org/10.1007/s10623-012-9694-2;journals/dcc/Marquez-CorbellaMP13;The non-gap sequence of a subcode of a generalized Reed-Solomon code.
1698934;https://doi.org/10.1007/s10623-015-0045-y;journals/dcc/ComptonCL16;Unreal BH(n, 6)'s and Hadamard matrices.
1699000;nan;journals/dcc/Baliga01;Cocyclic Codes of Length 40.
1699021;https://doi.org/10.1007/s10623-012-9752-9;journals/dcc/Evans14;Mutually orthogonal Latin squares based on general linear groups.
1699125;nan;journals/dcc/TzengH02;A New Approach for Visual Cryptography.
1699187;https://doi.org/10.1007/s10623-013-9803-x;journals/dcc/Coxon14;List decoding of number field codes.
1699519;https://doi.org/10.1007/s10623-006-0007-5;journals/dcc/LongPWW06;Generalised Cumulative Arrays in Secret Sharing.
1699592;https://doi.org/10.1007/s10623-007-9159-1;journals/dcc/Ustaoglu08;Obtaining a secure and efficient key agreement protocol from (H)MQV and NAXOS.
1699600;https://doi.org/10.1007/s10623-015-0117-z;journals/dcc/GongCTC16;Extended dual system group and shorter unbounded hierarchical identity based encryption.
1699643;https://doi.org/10.1023/A:1026427226213;journals/dcc/BettenLW99;A Steiner 5-Design on 36 Points.
1699759;nan;journals/dcc/RylandsT00;Constructions for Octonion and Exceptional Jordan Algebras.
1699769;https://doi.org/10.1007/s10623-016-0315-3;journals/dcc/ZhengCZ17a;Large sets of Kirkman triple systems of prime power sizes.
1700062;https://doi.org/10.1007/s10623-011-9589-7;journals/dcc/LeemansR13;Binary codes of some strongly regular subgraphs of the McLaughlin graph.
1700137;https://doi.org/10.1109/MTAS.2002.1035225;journals/tasm/Lyman02;Opening engineering students' minds to ideas beyond technology.
1700219;https://doi.org/10.1109/MTS.2015.2407072;journals/tasm/SargentMM15;Social and Economic Sustainability [Guest Editorial].
1700268;https://doi.org/10.1109/MTS.2007.906673;journals/tasm/Chia07;Engineering Disaster Relief.
1700461;https://doi.org/10.1109/MTS.2015.2494239;journals/tasm/Hayes15;On the Road with Rick Sare? and Google Glass [Interview].
1700477;https://doi.org/10.1109/MTS.2012.2184953;journals/tasm/Kun12;Complexity in Science and Technology Policy... Symptoms or Disease? [Commentary].
1700613;https://doi.org/10.1109/MTS.2014.2363977;journals/tasm/CallananJ14;User Understanding of Privacy In Emerging Mobile Markets.
1700658;https://doi.org/10.1109/MTS.2018.2876106;journals/tasm/Tang18;Transaction Costs and Doomed Creditors.
1700675;https://doi.org/10.1109/MTS.2010.935989;journals/tasm/ClementLCKT10;PIPWatch Toolbar: Using Social Navigation to Enhance Privacy Protection and Compliance.
1700751;https://doi.org/10.1109/MTS.2018.2857522;journals/tasm/Pitt18b;From Usability to Exploitability: Digital Technology and Non-Participatory Design [Editorial].
1700859;https://doi.org/10.1109/MTS.2011.941326|https://www.wikidata.org/entity/Q58421397;journals/tasm/GomesK11;Lightning Protection: Getting It Wrong.
1700893;https://doi.org/10.1109/MTS.2014.2363981;journals/tasm/Wunsch14;Excessive Conference Fees [Letters to the Editor].
1701161;https://doi.org/10.1080/02681102.2017.1298077|https://www.wikidata.org/entity/Q58527983;journals/itd/Bello-BravoTDP18;An assessment of learning gains from educational animated videos versus traditional extension presentations among farmers in Benin.
1701219;https://doi.org/10.1504/IJCAT.2009.024083;journals/ijcat/BoyapatiR09;Fractal terrain generation for SIMD architectures.
1701474;https://doi.org/10.1504/IJCAT.2012.047160;journals/ijcat/ZhaoW12;A multiple camera coordination method based on genetic programming and material character.
1701500;https://doi.org/10.1504/IJCAT.2016.076807;journals/ijcat/RekikJD16;Optimal trajectory of a mobile robot using hierarchical fuzzy logic controller.
1701504;https://doi.org/10.1504/IJCAT.2004.003832;journals/ijcat/ZhangT04;Fuzzy simulation of flexible construction processes.
1701508;https://doi.org/10.1504/IJCAT.2017.10008702;journals/ijcat/DasS17;Evaluating impact on CMPs' power for design inaccuracy diagnosis.
1701783;https://doi.org/10.1504/IJCAT.2007.015258;journals/ijcat/XieGYY07;Investigation of the material removal model for bonnet tool polishing with precession.
1701837;https://doi.org/10.1504/IJCAT.2015.070489;journals/ijcat/LahamiKJ15;Runtime testing approach of structural adaptations for dynamic and distributed systems.
1701896;https://doi.org/10.1504/IJCAT.2014.062371;journals/ijcat/El-saidA14;Geometrical face recognition after plastic surgery.
1701959;https://doi.org/10.1504/IJCAT.2008.021887;journals/ijcat/FiliceGQST08;Modelling manufacturing errors in machining of thermoplastics.
1702022;https://doi.org/10.1504/IJCAT.2009.024075;journals/ijcat/KimSSYC09;Development of power facility management services using RFID/USN.
1702088;https://doi.org/10.1504/IJCAT.2009.028050;journals/ijcat/PehlivanSA09;An agent-based system approach to fixture design.
1702147;https://doi.org/10.1504/IJCAT.2012.050115;journals/ijcat/YanZW12;Mobile robot 3D map building and path planning based on multi-sensor data fusion.
1702196;https://doi.org/10.1504/IJCAT.2010.030473;journals/ijcat/CaiX10;A structured process model for conceptual design of mechanisms.
1702218;https://doi.org/10.1504/IJCAT.2014.062369;journals/ijcat/DengHGZZZ14;A real-time interaction strategy for virtual maintenance based on motion capture.
1702590;https://doi.org/10.1111/tgis.12290;journals/tgis/KhalfiRFA17;Extending F-Perceptory to model fuzzy objects with composite geometries for GIS.
1702772;https://doi.org/10.1111/tgis.12107;journals/tgis/Shariat-Mohaymany15;Exploring Spatial Non-Stationarity and Varying Relationships between Crash Data and Related Factors Using Geographically Weighted Poisson Regression.
1702866;https://doi.org/10.1111/tgis.12063|https://www.wikidata.org/entity/Q58391489;journals/tgis/BrinkP14;Plume Tracking with a Mobile Sensor Based on Incomplete and Imprecise Information.
1702952;https://doi.org/10.1111/j.1467-9671.2012.01323.x;journals/tgis/Miller12;Using Spatially Explicit Simulated Data to Analyze Animal Interactions: A Case Study with Brown Hyenas in Northern Botswana.
1703114;https://doi.org/10.1111/j.1467-9671.2008.01097.x;journals/tgis/KarH08;A GIS-Based Model to Determine Site Suitability of Emergency Evacuation Shelters.
1703356;https://doi.org/10.1111/1467-9671.00076;journals/tgis/Delaney01;Oversights in Hindsight: Reflections from a Rambling Biogeographer.
1703414;https://doi.org/10.1111/j.1467-9671.2012.01313.x;journals/tgis/Newcomb12;Using GRASS GIS to Model Solar Irradiation on North Carolina Aquatic Habitats with Canopy Data.
1703634;https://doi.org/10.1177/1473871616679013;journals/ivs/HaglinTW17;Big graph visual analytics.
1703639;https://doi.org/10.1057/palgrave.ivs.9500183|https://www.wikidata.org/entity/Q58203998;journals/ivs/RinzivilloPNGAA08;Visually driven analysis of movement data by progressive clustering.
1703663;https://doi.org/10.1057/palgrave.ivs.9500067;journals/ivs/TangSB04;Design choices when architecting visualizations.
1703838;https://doi.org/10.1177/1473871613510429;journals/ivs/MeyerSQM15;The nested blocks and guidelines model.
1703847;https://doi.org/10.1177/1473871616661195;journals/ivs/JonkerLGCK17;Graph mapping: Multi-scale community visualization of massive graph data.
1704117;https://doi.org/10.1145/1012268.1012269;journals/tocs/VerstoepBRBH04;Cluster communication protocols for parallel-programming systems.
1704202;https://doi.org/10.1145/1062247.1062249;journals/tocs/HerlihyLMM05;Nonblocking memory management support for dynamic-sized data structures.
1704266;https://doi.org/10.1145/357353.357356;journals/tocs/Clark83;Cache Performance in the VAX-11/780
1704342;https://doi.org/10.1145/48012.48041;journals/tocs/Atkins88;Experiments in SR with Different Upcall Program Structures.
1704409;https://doi.org/10.1145/2080.2081;journals/tocs/SchroederBN84;Experience with Grapevine: The Growth of a Distributed System
1704542;https://doi.org/10.1007/s10776-017-0367-y;journals/ijwin/KatlaB17;Relay Placement for Coverage Extension in Cellular Wireless Networks Under Composite Fading Model.
1704554;https://doi.org/10.1007/s10776-011-0166-9;journals/ijwin/AnagnostopoulosAH12;Efficient Location Prediction in Mobile Cellular Networks.
1704596;https://doi.org/10.1023/A:1023466824122;journals/ijwin/LiuLZZ03;Service Locating for Large-Scale Mobile Ad-Hoc Network.
1704597;https://doi.org/10.1007/BF02107050;journals/ijwin/KorinthiosS96;Building a signaling protocol architecture for future mobile networks.
1704651;https://doi.org/10.1007/s10776-008-0082-9;journals/ijwin/KwakkernaatH08;Analysis of Scattering in Mobile Radio Channels Based on Clustered Multipath Estimates.
1704730;https://doi.org/10.1007/s10776-009-0110-4;journals/ijwin/ShuangLC09;An Ant-Based On-Demand Energy Route Protocol for IEEE 802.15.4 Mesh Network.
1704911;https://doi.org/10.1007/s10776-008-0074-9;journals/ijwin/JamshidiN08;A New Coded Cooperation Scheme for Wireless Communications and its Performance Analysis.
1705040;https://doi.org/10.1007/s10776-012-0192-2;journals/ijwin/YangS12;Interference Mitigation Using Adaptive Schemes in Body Area Networks.
1705122;https://doi.org/10.1287/ited.1110.0071;journals/ited/Ackermann11;Getting "Messy" with Problems: The Challenges of Teaching "Soft" OR.
1705125;https://doi.org/10.1287/ited.2016.0162cs;journals/ited/Dillenburger16a;Case - U.S. Army Deployment to the Middle East.
1705155;https://doi.org/10.1287/ited.7.1.88;journals/ited/Pachamanova06;Introducing Integer Modeling with Excel Solver.
1705361;https://doi.org/10.1287/ited.7.2.178;journals/ited/WeissR07;Lessons from Modeling Sudoku in Excel.
1705437;http://hmd.dpunkt.de/212/cartoon.html;journals/hmd/X00d;Cartoon.
1705504;http://www.dpunkt.de/hmdissues/246/06.php;journals/hmd/SchmietendorfH05;Konfigurationssysteme - Abbildung von Konfigurationswissen.
1705515;http://www.dpunkt.de/hmdissues/223/12.php;journals/hmd/SchinzerL02;Intelligente SW-Agenten bei der öffentlichen Auftragsvergabe Rahmenbedingungen - Anwendungsbereiche - Exemplarisches Beispiel.
1705617;http://www.dpunkt.de/hmdissues/279/08.php;journals/hmd/BeermannB11;Pflege von B2B-Stammdaten.
1706384;http://www.dpunkt.de/hmdissues/283/08.php;journals/hmd/DobuschPPR12;Open Government Data: eine Initiative der Open-Commons-Region Linz.
1706612;http://www.dpunkt.de/hmdissues/292/08.php;journals/hmd/Landherr13;Social Shopping Communities als Geschäftsmodell für Social Shopping.
1706850;http://hmd.dpunkt.de/215/05.html;journals/hmd/Rover00;Mobile Commerce: Von der Vision zur Realität - Die mobile digitale Signatur schließt die Wertschöpfungskette im E-Commerce.
1707094;https://doi.org/10.1365/s40702-014-0006-3;journals/hmd/WalterbuschFT14;Schatten-IT: Implikationen und Handlungsempfehlungen für Mobile Security.
1707250;https://doi.org/10.1016/S0743-1066(97)00026-5;journals/jlp/FungK97;The Iff Proof Procedure for Abductive Logic Programming.
1707299;https://doi.org/10.1016/S0743-1066(96)00141-0;journals/jlp/BaralGP97;Representing Actions: Laws, Observations and Hypotheses.
1707404;https://doi.org/10.1016/j.jlap.2007.01.002;journals/jlp/EdalatP07;Denotational semantics of hybrid automata.
1707690;https://doi.org/10.1016/0743-1066(89)90015-0;journals/jlp/DelcherK89;Some Results on the Complexity of Exploiting Data Dependency in Parallel Logic Programs.
1707977;https://doi.org/10.1016/j.jlap.2007.10.007;journals/jlp/Aboul-HosnK08;Local variable scoping and Kleene algebra with tests.
1708103;https://doi.org/10.1016/S0743-1066(96)00105-7;journals/jlp/TarauBD97;On Delphi Lemmas and other Memoing Techniques for Deterministic Logic Programs.
1708221;https://doi.org/10.1016/j.jlap.2007.10.005;journals/jlp/McIverGCM08;Using probabilistic Kleene algebra pKA for protocol verification.
1708227;https://doi.org/10.1016/0743-1066(94)90004-3;journals/jlp/ShyamasundarW94;A Methodology for Provin Termination of Logic Programs.
1708236;https://doi.org/10.1016/S0743-1066(97)00074-5|https://www.wikidata.org/entity/Q29398828;journals/jlp/DeneckerS98;SLDNFA: An Abductive Procedure for Abductive Logic Programs.
1708329;https://doi.org/10.1145/510726.510741;journals/ccr/AndersonAGKS02;A quantitative evaluation of traffic-aware routing strategies.
1708370;https://doi.org/10.1145/972374.972379;journals/ccr/CaldwellGGGHR04;The cutting EDGE of IP router configuration.
1708505;https://doi.org/10.1145/956993.957010;journals/ccr/Armitage03;Maximising student exposure to networking using FreeBSD virtual hosts.
1708625;https://doi.org/10.1145/505666.505669;journals/ccr/ColeR01;Voice over IP performance monitoring.
1708663;https://doi.org/10.1145/1880153.1880164;journals/ccr/Krishnamurthy10;I know what you will do next summer.
1708664;https://doi.org/10.1145/1037107.1037117;journals/ccr/GoelI01;Prediction-based monitoring in sensor networks: taking lessons from MPEG.
1708841;https://doi.org/10.1145/216701.216704;journals/ccr/Day95;The (un)revised OSI reference model.
1708847;https://doi.org/10.1145/2378956.2378960;journals/ccr/PoesePSUFM12;Enabling content-aware traffic engineering.
1708954;http://doi.acm.org/10.1145/3243157.3243167;journals/ccr/FordE16;Report on the workshop on research and applications of internet measurements (RAIM).
1708973;https://doi.org/10.1145/55483.55485;journals/ccr/Arnold87;Internet protocol implementation experiences in PC-NFS.
1709299;https://doi.org/10.1145/1039111.1039114;journals/ccr/EddyOA04;New techniques for making transport protocols robust to corruption-based loss.
1709323;https://doi.org/10.1145/2096149.2096160;journals/ccr/Chung12;Distributed denial of service is a scalability problem.
1709416;https://doi.org/10.1145/2185376.2185383;journals/ccr/Zave12;Using lightweight modeling to understand chord.
1709711;https://doi.org/10.1524/auto.2011.0902;journals/at/FalkenhainL11;Garantierte Störgrößeneinschließung für lineare zeitdiskrete Systeme (Guaranteed Disturbance-set Estimation of Linear Discrete-time Systems).
1709872;https://doi.org/10.1515/auto-2018-0060;journals/at/MutkeE18;Wearables: Ein Blick aus ärztlicher Perspektive über Möglichkeiten, Herausforderungen und Risiken im Gesundheitswesen.
1709930;https://doi.org/10.1524/auto.2009.0802;journals/at/WinklerL09;Flachheitsbasierte Steuerung und Beobachtung von Transportprozessen mit verteiltem Eingriff (Flatness-based Control and Observer Design for Transport Processes with Distributed Control).
1709988;http://www.degruyter.com/view/j/auto.2015.63.issue-9/auto-2015-0029/auto-2015-0029.xml;journals/at/RheinUG15;Dynamische Optimierung von Multiphysik-Problemen am Beispiel induktiver Heizvorgänge.
1710066;https://doi.org/10.1515/auto-2014-1087;journals/at/RohjansWMSL14;Gekoppelte Simulation komplexer Energiesysteme mittels MOSAIK und FMI.
1710299;https://doi.org/10.1524/auto.2011.9087;journals/at/Rehtanz11;Automatisierte Elektrizitätsnetze.
1710313;https://doi.org/10.1515/auto-2014-1024;journals/at/HofmannR14;Inversionsbasierte optimale Steuerung von Batch-Kristallisationsprozessen zur Enantiomertrennung.
1710592;https://doi.org/10.1515/auto-2017-0024;journals/at/SaxingerSMBK17;Nichtlineares Bewegungsmodell für ein Stahlband in einer Oberflächenbeschichtungsanlage.
1710709;https://doi.org/10.1515/auto.2013.0061;journals/at/Vogel-HeuserDB13;Anforderungen an CPS aus Sicht der Automatisierungstechnik.
1710833;https://doi.org/10.1515/auto-2017-0106;journals/at/Winner18;Introducing autonomous driving: an overview of safety challenges and market introduction strategies.
1710921;https://doi.org/10.1049/iet-cvi.2016.0265;journals/iet-cvi/DongGL0Z17;Large margin relative distance learning for person re-identification.
1710963;https://doi.org/10.1049/iet-cvi.2014.0279;journals/iet-cvi/ZhaoCHW15;Expanding dictionary for robust face recognition: pixel is not necessary while sparsity is.
1710990;https://doi.org/10.1049/iet-cvi.2016.0186;journals/iet-cvi/LiuLPQL17;Improved sparse representation method for image classification.
1711101;https://doi.org/10.1049/iet-cvi.2012.0135;journals/iet-cvi/GalMRC13;Mutual information-based binarisation of multiple images of an object: an application in medical imaging.
1711305;https://doi.org/10.1049/iet-cvi.2013.0334;journals/iet-cvi/YuS15;Detecting partially occluded vehicles with geometric and likelihood reasoning.
1711313;https://doi.org/10.1049/iet-cvi.2017.0227;journals/iet-cvi/BasaruCAS18;Data-driven recovery of hand depth using CRRF on stereo images.
1711430;https://doi.org/10.1049/iet-cvi.2015.0214;journals/iet-cvi/MalathiB16;Asymmetric occlusion detection using linear regression and weight-based filling for stereo disparity map estimation.
1711514;https://doi.org/10.1017/S1351324902003005;journals/nle/HosteHDB02;Parameter optimization for machine-learning of word sense disambiguation.
1711684;https://doi.org/10.1017/S1351324902002942;journals/nle/BallimP02;Robust methods in analysis of natural language data.
1711759;https://doi.org/10.1017/S135132491100012X;journals/nle/SokolovaL11;Learning opinions in user-generated web content.
1711919;https://doi.org/10.1017/S1351324904213432;journals/nle/Tait04;nan
1711996;https://doi.org/10.1017/S1351324904003444;journals/nle/HerzogNMKBP04;Large-scale software integration for spoken language and multimodal dialog systems.
1712079;http://www.informationr.net/ir/14-1/paper393.html;journals/ires/Meyer09;The influence of information behaviour on information sharing across cultural boundaries in development contexts.
1712462;http://www.informationr.net/ir/20-2/paper670.html;journals/ires/VilarJB15;Information behaviour of Slovenian researchers: investigation of activities, preferences and characteristics.
1712687;http://www.informationr.net/ir/reviews/revs404.html;journals/ires/Wilson11c;Review of: Shirky, Clay. Cognitive surplus: creativity and generosity in a connected age. London: Allen Lane, Penguin Books, 2010.
1712770;http://www.informationr.net/ir/reviews/revs521.html;journals/ires/Nycyk14;Review of: Bruce, C., Davis, K., Hughes, H., Partridge, H. & Stoodley, I. (Eds.). Information experience: approaches to theory and practice. Bingley, UK: Emerald Group Publishing Limited, 2014.
1712829;http://www.informationr.net/ir/10-1/abs15.html;journals/ires/Bates04;Use of the episodic interview method in everyday life information behaviour research.
1713311;http://www.informationr.net/ir/22-1/paper736.html;journals/ires/EvansP17;Managing information in law firms: changes and challenges.
1713327;http://www.informationr.net/ir/14-2/paper398.html;journals/ires/Morales-del-CastilloPMH09;D-Fussion: a semantic selective dissemination of information service for the research community in digital libraries.
1713609;http://www.informationr.net/ir/13-2/paper342.html;journals/ires/OppenheimS08;Citation counts and the Research Assessment Exercise, part VI: Unit of assessment 67 (music).
